ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_11338,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,NA,NA
ASV_11339,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11340,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Ploettnerulaceae,g__Cadophora,s__luteo-olivacea
ASV_11347,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__contecta
ASV_11349,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Apiotrichum,s__laibachii
ASV_11350,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Oxyporus,s__piceicola
ASV_11353,k__Fungi,p__Kickxellomycota,c__GS19,o__GS19_ord_Incertae_sedis,f__GS19_fam_Incertae_sedis,g__GS19_gen_Incertae_sedis,NA
ASV_11356,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,s__slooffiae
ASV_11357,k__Fungi,p__Kickxellomycota,c__Kickxellomycota_cls_Incertae_sedis,o__Kickxellomycota_ord_Incertae_sedis,f__Kickxellomycota_fam_Incertae_sedis,g__Kickxellomycota_gen_Incertae_sedis,NA
ASV_11361,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,NA
ASV_11363,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Castanediellaceae,g__Castanediella,NA
ASV_11365,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremellaceae_gen_Incertae_sedis,NA
ASV_11366,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__dumetorum
ASV_11367,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Boubovia,NA
ASV_11368,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_11369,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__terricola
ASV_11371,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Leucocalocybe,NA
ASV_11372,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__mori
ASV_11374,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11378,k__Viridiplantae,p__Chlorophyta,c__Trebouxiophyceae,o__Trebouxiophyceae_ord_Incertae_sedis,f__Trebouxiophyceae_fam_Incertae_sedis,g__Trebouxiophyceae_gen_Incertae_sedis,NA
ASV_11379,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulales_fam_Incertae_sedis,g__Russulales_gen_Incertae_sedis,NA
ASV_11380,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA
ASV_11381,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,NA
ASV_11382,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Hypoxylaceae,g__Hypoxylon,s__lenormandii
ASV_11387,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Darksidea,s__alpha
ASV_11388,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11391,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11392,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Kurtzmanomyces,NA
ASV_11394,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Arachnion,s__album
ASV_11403,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Gyroporaceae,g__Gyroporus,s__purpurinus
ASV_11404,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,NA,NA,NA
ASV_11405,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11406,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Capnodiaceae,g__Capnodium,s__citri
ASV_11407,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_11410,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,NA
ASV_11411,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Sistotrema,s__hypogaeum
ASV_11412,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Ophiostomatales,f__Ophiostomataceae,g__Ophiostoma,s__tsotsi
ASV_11413,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
ASV_11414,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11415,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenastraceae,g__Mycenastrum,s__corium
ASV_11416,k__Fungi,p__Aphelidiomycota,c__Aphelidiomycota_cls_Incertae_sedis,o__Aphelidiomycota_ord_Incertae_sedis,f__Aphelidiomycota_fam_Incertae_sedis,g__Aphelidiomycota_gen_Incertae_sedis,NA
ASV_11418,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__flava
ASV_11419,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11421,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__venezuelensis
ASV_11422,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Pezizomycotina_gen_Incertae_sedis,NA
ASV_11424,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricomycetes_ord_Incertae_sedis,f__Agaricomycetes_fam_Incertae_sedis,g__Dendrothele,s__nivosa
ASV_11427,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Kalmusia,s__utahensis
ASV_11428,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Biappendiculispora,NA
ASV_11430,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Sclerococcales,f__Sclerococcaceae,g__Rhopalophora,NA
ASV_11433,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__trichophoricola
ASV_11434,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__afroharzianum
ASV_11436,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Melampsoraceae,g__Melampsora,s__medusae-populina
ASV_11437,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,NA
ASV_11438,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_11441,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Sclerococcales,f__Sclerococcales_fam_Incertae_sedis,g__Sclerococcales_gen_Incertae_sedis,NA
ASV_11443,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossales_fam_Incertae_sedis,g__Geoglossales_gen_Incertae_sedis,NA
ASV_11445,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA
ASV_11447,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,NA
ASV_11448,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Coniothyriaceae,g__Hazslinszkyomyces,NA
ASV_11449,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
ASV_11451,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Crepidotus,s__crocophyllus
ASV_11452,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Barrmaeliaceae,g__Barrmaelia,s__rappazii
ASV_11454,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Gastrosporiaceae,g__Gastrosporium,s__gossypinum
ASV_11455,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Trematosphaeriaceae,g__Trematosphaeria,s__grisea
ASV_11459,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,s__bacillisporum
ASV_11461,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,NA,NA
ASV_11463,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Passalora,s__fusimaculans
ASV_11465,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
ASV_11466,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
ASV_11467,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_11468,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Eriospora,s__leucostoma
ASV_11469,k__Stramenopila,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Pythiaceae_gen_Incertae_sedis,NA
ASV_11471,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusicolla,s__acetilerea
ASV_11472,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Olpidiaceae,g__Olpidium,NA
ASV_11473,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Verruconis,NA
ASV_11474,k__Fungi,p__Basidiomycota,c__Agaricomycotina_cls_Incertae_sedis,o__Agaricomycotina_ord_Incertae_sedis,f__Agaricomycotina_fam_Incertae_sedis,g__Agaricomycotina_gen_Incertae_sedis,NA
ASV_11475,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Arthoniales,f__Arthoniaceae,g__Arthonia,s__apatetica
ASV_11476,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiales_fam_Incertae_sedis,g__Venturiales_gen_Incertae_sedis,NA
ASV_11477,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,NA
ASV_11478,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Peltigerales,f__Pannariaceae,g__Pectenia,NA
ASV_11479,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11484,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
ASV_11485,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Boubovia,NA
ASV_11487,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Favolus,s__subtropicus
ASV_11488,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__fragilis
ASV_11489,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__quadriseptata
ASV_11490,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,NA
ASV_11493,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__hiascens
ASV_11494,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,NA
ASV_11497,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,NA,NA,NA
ASV_11498,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA,NA
ASV_11499,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Poaceascoma,s__helicoides
ASV_11500,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiella,s__intermedia
ASV_11502,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,NA,NA,NA,NA
ASV_11503,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Absidia,NA
ASV_11504,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Calyptella,s__gibbosa
ASV_11505,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_11506,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_11507,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pulvinulaceae,g__Pulvinulaceae_gen_Incertae_sedis,NA
ASV_11509,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,s__nigrescens
ASV_11510,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11511,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Dictyonema,s__aeruginosulum
ASV_11517,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,g__Hyperphyscia,NA
ASV_11519,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,g__Exidia,s__glandulosa
ASV_11520,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11521,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitiaceae_gen_Incertae_sedis,NA
ASV_11522,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
ASV_11523,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__complutensis
ASV_11524,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Limonomyces,NA
ASV_11525,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11528,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Schizophyllaceae,g__Schizophyllum,s__commune
ASV_11529,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__atramentaria
ASV_11530,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Didymocyrtis,s__pini
ASV_11531,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Anthracobia,NA
ASV_11532,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,NA,NA
ASV_11535,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Torulaceae,g__Cylindrotorula,s__indica
ASV_11538,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__sambuci
ASV_11539,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Coprinus,NA
ASV_11542,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Elasticomyces,s__elasticus
ASV_11543,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,NA
ASV_11544,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Didymella,s__glomerata
ASV_11545,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Chaetosphaeronema,NA
ASV_11547,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Capnodiales_fam_Incertae_sedis,g__Capnodiales_gen_Incertae_sedis,NA
ASV_11549,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11551,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Auricularia,NA
ASV_11553,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11554,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phlebia,s__formosana
ASV_11556,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Scytalidium,s__sphaerosporum
ASV_11560,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraconiothyrium,NA
ASV_11561,k__Apusozoa,p__Apusozoa_phy_Incertae_sedis,c__Apusozoa_cls_Incertae_sedis,o__Apusozoa_ord_Incertae_sedis,f__Apusozoa_fam_Incertae_sedis,g__Apusozoa_gen_Incertae_sedis,NA
ASV_11562,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11563,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeria,NA
ASV_11564,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Rhizopogonaceae,g__Rhizopogon,NA
ASV_11565,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Corynesporascaceae,g__Corynespora,s__smithii
ASV_11568,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Clathraceae,g__Clathrus,NA
ASV_11570,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Meruliaceae_gen_Incertae_sedis,NA
ASV_11571,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Bambusicolaceae,g__Bambusicolaceae_gen_Incertae_sedis,NA
ASV_11573,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,NA
ASV_11578,k__Amoebozoa,p__Variosea,c__Variosea_cls_Incertae_sedis,o__Variosea_ord_Incertae_sedis,f__Variosea_fam_Incertae_sedis,g__Variosea_gen_Incertae_sedis,NA
ASV_11579,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11580,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,s__pinicola
ASV_11581,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,NA
ASV_11582,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Fomitopsidaceae_gen_Incertae_sedis,NA
ASV_11583,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Rickenellaceae,g__Peniophorella,NA
ASV_11585,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,NA,NA,NA
ASV_11586,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_11587,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,NA
ASV_11588,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_11589,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,NA
ASV_11590,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,NA
ASV_11591,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Melanophyllum,s__haematospermum
ASV_11593,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Leucoagaricus,s__purpureolilacinus
ASV_11594,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Disciseda,NA
ASV_11597,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Gomphales,f__Gomphaceae,g__Ramaria,s__gracilioides
ASV_11599,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,s__laxitexta
ASV_11605,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__guiyangensis
ASV_11606,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,s__conopilea
ASV_11607,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,NA
ASV_11609,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Eremomycetaceae,g__Arthrographis,NA
ASV_11616,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,g__Magnibotryascoma,s__kunmingense
ASV_11619,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__chrysanthemicola
ASV_11621,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_11622,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusicolla,s__acetilerea
ASV_11623,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA
ASV_11624,k__Stramenopila,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Pythium,NA
ASV_11626,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Limonomyces,NA
ASV_11627,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Torulaceae,g__Torula,s__chromolaenae
ASV_11631,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Coniosporium,NA
ASV_11633,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,NA
ASV_11637,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11640,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,NA
ASV_11642,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS21,f__GS21_fam_Incertae_sedis,g__GS21_gen_Incertae_sedis,NA
ASV_11643,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11644,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Meruliaceae_gen_Incertae_sedis,NA
ASV_11645,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__americana
ASV_11646,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Capnodiales_fam_Incertae_sedis,g__Arthrocatena,NA
ASV_11649,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Radulomycetaceae,g__Radulomyces,NA
ASV_11650,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__genevensis
ASV_11651,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Calyptella,NA
ASV_11652,k__Viridiplantae,p__Chlorophyta,c__Chlorophyceae,o__Sphaeropleales,f__Sphaeropleales_fam_Incertae_sedis,g__Pseudomuriella,s__engadinensis
ASV_11653,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Xenodevriesiaceae,g__Xenodevriesia,NA
ASV_11654,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleomonodictydaceae,g__Pleomonodictys,s__descalsii
ASV_11655,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,NA
ASV_11658,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Ceriporia,s__lacerata
ASV_11659,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
ASV_11662,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,NA
ASV_11664,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,NA
ASV_11665,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__changchunensis
ASV_11666,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,g__Dictyosporium,s__strelitziae
ASV_11669,k__Viridiplantae,p__Chlorophyta,c__Chlorophyceae,o__Chlorophyceae_ord_Incertae_sedis,f__Chlorophyceae_fam_Incertae_sedis,g__Chlorophyceae_gen_Incertae_sedis,NA
ASV_11670,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,NA,NA
ASV_11671,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,g__Physcia,s__aipolia
ASV_11672,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Eriospora,NA
ASV_11673,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,NA,NA
ASV_11674,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Punctulariaceae,g__Punctularia,NA
ASV_11675,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cuniculitremaceae,g__Kockovaella,NA
ASV_11676,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Pilobolaceae,g__Pilobolus,s__lentiger
ASV_11677,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,s__kalakoutskii
ASV_11679,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Lipomycetaceae,g__Lipomyces,NA
ASV_11680,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Hymenogaster,NA
ASV_11682,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11684,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_11685,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,s__silvicultrix
ASV_11686,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
ASV_11687,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,NA
