ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_11689,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__clastophylla
ASV_11691,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Stropharia,s__hardii
ASV_11692,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11693,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Neocosmospora,s__tenuicristata
ASV_11694,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,NA
ASV_11698,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Cerrenaceae,g__Cerrena,NA
ASV_11699,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11700,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Neocucurbitaria,NA
ASV_11701,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Xylaria,s__filiformis
ASV_11703,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__mori
ASV_11704,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__bryophila
ASV_11705,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__ambigua
ASV_11706,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_11709,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Xenasmataceae,g__Xenasma,s__praeteritum
ASV_11710,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulales_fam_Incertae_sedis,g__Russulales_gen_Incertae_sedis,NA
ASV_11712,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11719,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,NA
ASV_11720,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Lactifluus,s__armeniacus
ASV_11721,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
ASV_11724,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Pseudosperma,s__rimosum
ASV_11732,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,NA,NA,NA
ASV_11734,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__anthracophila
ASV_11736,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__f._cystidiatum
ASV_11738,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Panaceae,g__Panus,s__conchatus
ASV_11739,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipitaceae_gen_Incertae_sedis,NA
ASV_11742,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__cyclaminis
ASV_11743,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Porodiplodiaceae,g__Porodiplodia,s__livistonae
ASV_11744,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
ASV_11745,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria,NA
ASV_11746,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_11750,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11754,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Modicella,NA
ASV_11755,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__globosa
ASV_11756,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__rotalis
ASV_11759,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
ASV_11760,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__taminensis
ASV_11761,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
ASV_11763,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Ohleria,s__modesta
ASV_11766,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Calyptella,s__gibbosa
ASV_11767,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cyclothyriellaceae,g__Cyclothyriella,s__rubronotata
ASV_11768,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_11771,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Occultifur,NA
ASV_11773,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__slovacica
ASV_11775,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Cristinia,NA
ASV_11779,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11781,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
ASV_11782,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Neocladophialophora,s__quercina
ASV_11787,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeodothis,NA
ASV_11792,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Plicaria,NA
ASV_11793,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA
ASV_11794,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11795,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__flava
ASV_11796,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
ASV_11799,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Endocarpon,s__neopallidulum
ASV_11801,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11802,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
ASV_11803,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetidae_ord_Incertae_sedis,f__Pseudoperisporiaceae,g__Eudimeriolum,s__septentrionale
ASV_11805,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Hyphodermella,s__rosae
ASV_11812,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,NA,NA
ASV_11814,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11815,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Arthoniales,f__Arthoniaceae,g__Arthonia,s__apatetica
ASV_11816,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Stropharia,s__melanosperma
ASV_11817,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__variasi
ASV_11820,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,s__poagena
ASV_11821,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__pseudofriesii
ASV_11824,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Tetracladium,s__ellipsoideum
ASV_11825,k__Heterolobosa,p__Heterolobosa_phy_Incertae_sedis,c__Heterolobosa_cls_Incertae_sedis,o__Heterolobosa_ord_Incertae_sedis,f__Heterolobosa_fam_Incertae_sedis,g__Heterolobosa_gen_Incertae_sedis,NA
ASV_11826,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma,s__prosopidis
ASV_11827,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11828,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11829,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
ASV_11830,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Lachnocladiaceae,g__Dichostereum,s__pallescens
ASV_11831,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Sarcinomyces,NA
ASV_11833,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11834,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,NA
ASV_11835,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__raduloides
ASV_11836,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__saundersii
ASV_11837,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitiaceae_gen_Incertae_sedis,NA
ASV_11840,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Chaetosphaeronema,NA
ASV_11841,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__tephrensis
ASV_11842,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,NA
ASV_11843,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Bulleribasidium,s__oberjochense
ASV_11844,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Membranomyces,s__spurius
ASV_11849,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_11850,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__pseudovitensis
ASV_11852,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_11853,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Zygophlyctidales,NA,NA,NA
ASV_11858,k__Stramenopila,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiales_fam_Incertae_sedis,g__Pythiales_gen_Incertae_sedis,NA
ASV_11860,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11861,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeodothis,NA
ASV_11862,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolus,s__foliicola
ASV_11864,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11868,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Subplenodomus,s__violicola
ASV_11869,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,NA,NA
ASV_11870,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11871,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__miriciae
ASV_11872,k__Fungi,p__Basidiomycota,c__Spiculogloeomycetes,o__Spiculogloeales,f__Spiculogloeales_fam_Incertae_sedis,g__Spiculogloeales_gen_Incertae_sedis,NA
ASV_11873,k__Fungi,p__Aphelidiomycota,c__Aphelidiomycetes,o__Aphelidiomycetes_ord_Incertae_sedis,f__Aphelidiomycetes_fam_Incertae_sedis,g__Aphelidiomycetes_gen_Incertae_sedis,NA
ASV_11874,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,NA,NA
ASV_11877,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA
ASV_11878,k__Viridiplantae,p__Chlorophyta,c__Chlorophyceae,o__Chaetophorales,f__Aphanochaetaceae,g__Aphanochaete,NA
ASV_11881,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
ASV_11883,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__guiyangensis
ASV_11885,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,NA
ASV_11886,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__taminensis
ASV_11888,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Schizoparmaceae,g__Coniella,s__lustricola
ASV_11889,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,s__flavescens
ASV_11896,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeodothis,NA
ASV_11898,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__tormentillae
ASV_11899,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,NA
ASV_11901,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11902,k__Stramenopila,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Pythium,NA
ASV_11904,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Heterocephalacria,s__gelida
ASV_11905,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
ASV_11906,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Microdiplodia,NA
ASV_11908,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,s__slooffiae
ASV_11909,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_11910,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Urocystidales,f__Glomosporiaceae,g__Thecaphora,NA
ASV_11913,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
ASV_11915,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Achroiostachys,s__levigata
ASV_11916,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,s__oryzicola
ASV_11917,k__Glaucocystoplantae,p__Glaucocystophyta,c__Glaucocystophyta_cls_Incertae_sedis,o__Glaucocystophyta_ord_Incertae_sedis,f__Glaucocystophyta_fam_Incertae_sedis,g__Glaucocystophyta_gen_Incertae_sedis,NA
ASV_11920,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11923,k__Fungi,p__Mortierellomycota,c__Mortierellomycota_cls_Incertae_sedis,o__Mortierellomycota_ord_Incertae_sedis,f__Mortierellomycota_fam_Incertae_sedis,g__Mortierellomycota_gen_Incertae_sedis,NA
ASV_11925,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__fusispora
ASV_11927,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA
ASV_11929,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolaceae_gen_Incertae_sedis,NA
ASV_11930,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,g__Dictyosporium,s__stellatum
ASV_11931,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Dendryphiella,s__phitsanulokensis
ASV_11932,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Deconica,s__crobula
ASV_11933,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Cystoagaricus,NA
ASV_11935,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Crepidotus,s__applanatus
ASV_11936,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_11940,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11941,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_Incertae_sedis,g__Granulobasidium,s__vellereum
ASV_11942,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Hymenochaete,s__tenuis
ASV_11943,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Lachnocladiaceae,g__Dichostereum,NA
ASV_11945,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Alfaria,NA
ASV_11947,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Radulidium,s__subulatum
ASV_11948,k__Apusozoa,p__Apusozoa_phy_Incertae_sedis,c__Apusozoa_cls_Incertae_sedis,o__Apusozoa_ord_Incertae_sedis,f__Apusozoa_fam_Incertae_sedis,g__Apusozoa_gen_Incertae_sedis,NA
ASV_11949,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_11950,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11951,k__Fungi,p__Ascomycota,c__Eurotiomycetes,NA,NA,NA,NA
ASV_11955,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11957,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Rickenellaceae,g__Peniophorella,s__pubera
ASV_11958,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11959,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__nidicola
ASV_11960,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_11965,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__variasi
ASV_11967,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__sowerbyi
ASV_11968,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Urocystidales,f__Glomosporiaceae,NA,NA
ASV_11970,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeriaceae_gen_Incertae_sedis,NA
ASV_11972,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,NA
ASV_11974,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,NA,NA,NA
ASV_11975,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__venerabilis
ASV_11976,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,NA
ASV_11981,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,NA
ASV_11982,k__Apusozoa,p__Apusozoa_phy_Incertae_sedis,c__Apusozoa_cls_Incertae_sedis,o__Apusozoa_ord_Incertae_sedis,f__Apusozoa_fam_Incertae_sedis,g__Apusozoa_gen_Incertae_sedis,NA
ASV_11983,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Testudinaceae,g__Ulospora,NA
ASV_11984,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,NA
ASV_11987,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Boletaceae,g__Caloboletus,s__marshii
ASV_11989,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Kalmusia,s__utahensis
ASV_11993,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__panaeoloides
ASV_11994,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,NA
ASV_11995,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Limonomyces,NA
ASV_11997,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,NA
ASV_11999,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12003,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Absidia,NA
ASV_12004,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__granulosus
ASV_12012,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,NA
ASV_12013,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Dactylella,s__intermedia
ASV_12015,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12016,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__scobicola
ASV_12017,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_12018,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_12019,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__maculans
ASV_12024,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_12025,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
ASV_12028,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Fibricium,NA
ASV_12029,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,NA
ASV_12032,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
ASV_12033,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__arcoverdensis
ASV_12035,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12037,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria,NA
ASV_12040,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_12041,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12042,k__Stramenopila,p__Hypochytriomycota,c__Hyphochytriomycetes,o__Hyphochytriales,f__Hyphochytriaceae,g__Hyphochytriaceae_gen_Incertae_sedis,NA
ASV_12044,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12045,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12046,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,s__fimbriatum
ASV_12047,k__Fungi,p__Kickxellomycota,c__Kickxellomycota_cls_Incertae_sedis,o__Kickxellomycota_ord_Incertae_sedis,f__Kickxellomycota_fam_Incertae_sedis,g__Kickxellomycota_gen_Incertae_sedis,NA
ASV_12050,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12051,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12052,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__ellisii
ASV_12054,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__yunnanense
ASV_12055,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12056,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,s__fusca
ASV_12057,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Murilentithecium,s__clematidis
ASV_12058,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Rachicladosporium,NA
ASV_12060,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Cystobasidiomycetes_fam_Incertae_sedis,g__Cystobasidiomycetes_gen_Incertae_sedis,NA
ASV_12061,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__perumbilicatum
ASV_12063,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Lindtneria,s__trachyspora
ASV_12064,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12069,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_12073,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_12076,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,g__Zaanenomyces,s__versatilis
ASV_12078,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitius,NA
ASV_12079,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiella,NA
ASV_12081,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,NA,NA
ASV_12087,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Calophoma,s__sandfjordenica
ASV_12091,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,NA
ASV_12092,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Cucurbitariaceae_gen_Incertae_sedis,NA
ASV_12094,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paracamarosporium,s__hawaiiense
